# Created by ensembl_prep v1.2.0 based on Ensembl release 75 (genome build GRCh37)
ENSG	GENE	ENST
ENSG00000182566	CLEC4G	ENST00000328853
ENSG00000159596	TMEM69	ENST00000372025
ENSG00000247626	MARS2	ENST00000282276
ENSG00000144227	NXPH2	ENST00000272641
ENSG00000005436	GCFC2	ENST00000321027
ENSG00000009765	IYD	ENST00000229447
ENSG00000161298	ZNF382	ENST00000292928
ENSG00000037241	RPL26L1	ENST00000521476
ENSG00000151151	IPMK	ENST00000373935
ENSG00000151150	ANK3	ENST00000280772
ENSG00000099864	PALM	ENST00000338448
ENSG00000107447	DNTT	ENST00000371174
ENSG00000099860	GADD45B	ENST00000215631
ENSG00000144228	SPOPL	ENST00000280098
ENSG00000167535	CACNB3	ENST00000301050
ENSG00000124391	IL17C	ENST00000244241
ENSG00000021488	SLC7A9	ENST00000023064
ENSG00000203952	CCDC160	ENST00000517294
ENSG00000197324	LRP10	ENST00000359591
ENSG00000203950	FAM127B	ENST00000370775
ENSG00000106245	BUD31	ENST00000403633
ENSG00000183558	HIST2H2AA3	ENST00000369161
ENSG00000072210	ALDH3A2	ENST00000339618
ENSG00000106246	PTCD1	ENST00000555673
ENSG00000269302	AC110771.1	ENST00000596414
ENSG00000007341	ST7L	ENST00000358039
ENSG00000106799	TGFBR1	ENST00000374994
ENSG00000102001	CACNA1F	ENST00000376265
ENSG00000235173	FAM203A	ENST00000347708
ENSG00000197386	HTT	ENST00000355072
ENSG00000128463	EMC4	ENST00000267750
ENSG00000197385	ZNF860	ENST00000360311
ENSG00000130119	GNL3L	ENST00000336470
ENSG00000100836	PABPN1	ENST00000216727
ENSG00000197381	ADARB1	ENST00000539173
ENSG00000140987	ZSCAN32	ENST00000396852
ENSG00000178217	SH2D4B	ENST00000339284
ENSG00000179580	RNF151	ENST00000569714
ENSG00000183963	SMTN	ENST00000358743
ENSG00000179583	CIITA	ENST00000324288
ENSG00000166483	WEE1	ENST00000450114
ENSG00000130700	GATA5	ENST00000252997
ENSG00000179588	ZFPM1	ENST00000319555
ENSG00000163328	GPR155	ENST00000392552
ENSG00000151332	MBIP	ENST00000416007
ENSG00000129204	USP6	ENST00000574788
ENSG00000140092	FBLN5	ENST00000342058
ENSG00000222036	POTEG	ENST00000409832
ENSG00000140090	SLC24A4	ENST00000532405
ENSG00000069943	PIGB	ENST00000164305
ENSG00000205832	C16orf96	ENST00000444310
ENSG00000183785	TUBA8	ENST00000330423
ENSG00000183784	C9orf66	ENST00000382387
ENSG00000183783	KCTD8	ENST00000360029
ENSG00000183780	SLC35F3	ENST00000366618
ENSG00000125901	MRPS26	ENST00000380325
ENSG00000198121	LPAR1	ENST00000374431
ENSG00000134962	KLB	ENST00000257408
ENSG00000124608	AARS2	ENST00000244571
ENSG00000064787	BCAS1	ENST00000395961
ENSG00000174483	BBS1	ENST00000318312
ENSG00000171557	FGG	ENST00000336098
ENSG00000124356	STAMBP	ENST00000394070
ENSG00000198129	DEFB107B	ENST00000355602
ENSG00000198128	OR2L3	ENST00000359959
ENSG00000175782	SLC35E3	ENST00000398004
ENSG00000125903	DEFB129	ENST00000246105
ENSG00000171551	ECEL1	ENST00000304546
ENSG00000124602	UNC5CL	ENST00000244565
ENSG00000067842	ATP2B3	ENST00000263519
ENSG00000179639	FCER1A	ENST00000368115
ENSG00000122591	FAM126A	ENST00000432176
ENSG00000175077	RTP1	ENST00000312295
ENSG00000187862	TTC24	ENST00000368236
ENSG00000179630	LACC1	ENST00000441843
ENSG00000142765	SYTL1	ENST00000543823
ENSG00000187866	FAM122A	ENST00000394264
ENSG00000187867	PALM3	ENST00000340790
ENSG00000113643	RARS	ENST00000231572
ENSG00000102181	CD99L2	ENST00000370377
ENSG00000185033	SEMA4B	ENST00000411539
ENSG00000069764	PLA2G10	ENST00000438167
ENSG00000113645	WWC1	ENST00000521089
ENSG00000113649	TCERG1	ENST00000296702
ENSG00000113648	H2AFY	ENST00000511689
ENSG00000214106	PAXIP1-AS2	ENST00000397551
ENSG00000185038	MROH2A	ENST00000389758
ENSG00000160472	TMEM190	ENST00000291934
ENSG00000084092	NOA1	ENST00000264230
ENSG00000169435	RASSF6	ENST00000342081
ENSG00000140545	MFGE8	ENST00000268150
ENSG00000169436	COL22A1	ENST00000303045
ENSG00000169439	SDC2	ENST00000302190
ENSG00000124253	PCK1	ENST00000319441
ENSG00000213160	KLHL23	ENST00000392647
ENSG00000247746	USP51	ENST00000500968
ENSG00000167123	CERCAM	ENST00000372838
ENSG00000189030	VHLL	ENST00000339922
ENSG00000189037	DUSP21	ENST00000339042
ENSG00000240247	DEFA1B	ENST00000382689
ENSG00000167434	CA4	ENST00000300900
ENSG00000109046	WSB1	ENST00000262394
ENSG00000111644	ACRBP	ENST00000229243
ENSG00000089818	NECAP1	ENST00000339754
ENSG00000084764	MAPRE3	ENST00000233121
ENSG00000111641	NOP2	ENST00000382421
ENSG00000078177	N4BP2	ENST00000261435
ENSG00000111642	CHD4	ENST00000357008
ENSG00000075073	TACR2	ENST00000373306
ENSG00000180386	KRTAP9-7	ENST00000391354
ENSG00000064300	NGFR	ENST00000172229
ENSG00000103569	AQP9	ENST00000219919
ENSG00000215454	KRTAP10-4	ENST00000400374
ENSG00000211450	C11orf31	ENST00000388857
ENSG00000211452	DIO1	ENST00000361921
ENSG00000211455	STK38L	ENST00000389032
ENSG00000127314	RAP1B	ENST00000250559
ENSG00000211456	SACM1L	ENST00000389061
ENSG00000176783	RUFY1	ENST00000319449
ENSG00000176782	DEFB104A	ENST00000314265
ENSG00000176787	OR52E2	ENST00000321522
ENSG00000114030	KPNA1	ENST00000344337
ENSG00000177189	RPS6KA3	ENST00000379565
ENSG00000251537	RP11-385D13.1	ENST00000455584
ENSG00000152154	TMEM178A	ENST00000281961
ENSG00000176788	BASP1	ENST00000322611
ENSG00000253831	ETV3L	ENST00000454449
ENSG00000105281	SLC1A5	ENST00000542575
ENSG00000073331	ALPK1	ENST00000458497
ENSG00000197322	C17orf102	ENST00000357754
ENSG00000215021	PHB2	ENST00000535923
ENSG00000156313	RPGR	ENST00000378505
ENSG00000127311	HELB	ENST00000247815
ENSG00000039537	C6	ENST00000263413
ENSG00000093134	VNN3	ENST00000207771
ENSG00000166508	MCM7	ENST00000303887
ENSG00000054148	PHPT1	ENST00000247665
ENSG00000048162	NOP16	ENST00000510123
ENSG00000128284	APOL3	ENST00000349314
ENSG00000109220	CHIC2	ENST00000263921
ENSG00000043462	LCP2	ENST00000046794
ENSG00000105219	CNTD2	ENST00000430325
ENSG00000012048	BRCA1	ENST00000357654
ENSG00000075303	SLC25A40	ENST00000341119
ENSG00000123374	CDK2	ENST00000266970
ENSG00000176256	HMGB4	ENST00000522796
ENSG00000176253	OR4K13	ENST00000315693
ENSG00000237289	CKMT1B	ENST00000300283
ENSG00000132518	GUCY2D	ENST00000254854
ENSG00000204580	DDR1	ENST00000376575
ENSG00000149716	ORAOV1	ENST00000279147
ENSG00000140548	ZNF710	ENST00000268154
ENSG00000132514	CLEC10A	ENST00000254868
ENSG00000203485	INF2	ENST00000392634
ENSG00000146007	ZMAT2	ENST00000274712
ENSG00000146006	LRRTM2	ENST00000274711
ENSG00000146005	PSD2	ENST00000274710
ENSG00000184254	ALDH1A3	ENST00000329841
ENSG00000259316	CTD-2116N17.1	ENST00000606793
ENSG00000070081	NUCB2	ENST00000529010
ENSG00000178860	MSC	ENST00000325509
ENSG00000138944	KIAA1644	ENST00000381176
ENSG00000237693	IRGM	ENST00000522154
ENSG00000143013	LMO4	ENST00000370544
ENSG00000163170	BOLA3	ENST00000327428
ENSG00000227839	AL645730.2	ENST00000448346
ENSG00000144535	DIS3L2	ENST00000325385
ENSG00000172575	RASGRP1	ENST00000310803
ENSG00000142949	PTPRF	ENST00000359947
ENSG00000008226	DLEC1	ENST00000308059
ENSG00000187786	SCXB	ENST00000340210
ENSG00000182368	FAM27A	ENST00000377531
ENSG00000166529	ZSCAN21	ENST00000292450
ENSG00000166526	ZNF3	ENST00000303915
ENSG00000166527	CLEC4D	ENST00000299665
ENSG00000172578	KLHL6	ENST00000341319
ENSG00000085999	RAD54L	ENST00000371975
ENSG00000142945	KIF2C	ENST00000372224
ENSG00000169021	UQCRFS1	ENST00000304863
ENSG00000114698	PLSCR4	ENST00000354952
ENSG00000108799	EZH1	ENST00000428826
ENSG00000108798	ABI3	ENST00000225941
ENSG00000241119	UGT1A9	ENST00000354728
ENSG00000108797	CNTNAP1	ENST00000264638
ENSG00000157060	SHCBP1L	ENST00000367547
ENSG00000178718	RPP25	ENST00000322177
ENSG00000157064	NMNAT2	ENST00000287713
ENSG00000204688	OR2H1	ENST00000377136
ENSG00000088367	EPB41L1	ENST00000338074
ENSG00000078246	TULP3	ENST00000397132
ENSG00000184788	SATL1	ENST00000509231
ENSG00000083444	PLOD1	ENST00000196061
ENSG00000184786	TCTE3	ENST00000366774
ENSG00000204683	C10orf113	ENST00000534331
ENSG00000204681	GABBR1	ENST00000377034
ENSG00000099260	PALMD	ENST00000263174
ENSG00000204687	MAS1L	ENST00000377127
ENSG00000181552	EDDM3B	ENST00000326783
ENSG00000163359	COL6A3	ENST00000295550
ENSG00000115616	SLC9A2	ENST00000233969
ENSG00000181555	SETD2	ENST00000409792
ENSG00000184076	UQCR10	ENST00000330029
ENSG00000163352	LENEP	ENST00000392487
ENSG00000186716	BCR	ENST00000305877
ENSG00000168476	REEP4	ENST00000306306
ENSG00000163357	DCST1	ENST00000295542
ENSG00000071794	HLTF	ENST00000310053
ENSG00000249160	RP11-1C1.5	ENST00000506021
ENSG00000162408	NOL9	ENST00000377705
ENSG00000112343	TRIM38	ENST00000357085
ENSG00000112697	TMEM30A	ENST00000230461
ENSG00000172315	TP53RK	ENST00000372114
ENSG00000112695	COX7A2	ENST00000370081
ENSG00000172318	B3GALT1	ENST00000392690
ENSG00000212907	MT-ND4L	ENST00000361335
ENSG00000112699	GMDS	ENST00000380815
ENSG00000162402	USP24	ENST00000294383
ENSG00000268223	ARL14EPL	ENST00000601302
ENSG00000162407	PPAP2B	ENST00000371250
ENSG00000212901	KRTAP3-1	ENST00000391588
ENSG00000108578	BLMH	ENST00000261714
ENSG00000166596	WDR16	ENST00000352665
ENSG00000118939	UCHL3	ENST00000377595
ENSG00000181371	OR5M8	ENST00000327216
ENSG00000186787	SPIN2B	ENST00000333933
ENSG00000260240	RP11-105C20.2	ENST00000564533
ENSG00000119048	UBE2B	ENST00000265339
ENSG00000183549	ACSM5	ENST00000331849
ENSG00000119042	SATB2	ENST00000417098
ENSG00000119041	GTF3C3	ENST00000263956
ENSG00000168748	CA7	ENST00000338437
ENSG00000156206	C15orf26	ENST00000286732
ENSG00000055211	GINM1	ENST00000367419
ENSG00000138613	APH1B	ENST00000261879
ENSG00000137124	ALDH1B1	ENST00000377698
ENSG00000138615	CILP	ENST00000261883
ENSG00000138614	VWA9	ENST00000420799
ENSG00000005889	ZFX	ENST00000379177
ENSG00000074527	NTN4	ENST00000343702
ENSG00000130475	FCHO1	ENST00000594202
ENSG00000029725	RABEP1	ENST00000262477
ENSG00000212864	RNF208	ENST00000392827
ENSG00000005882	PDK2	ENST00000503176
ENSG00000092148	HECTD1	ENST00000399332
ENSG00000005884	ITGA3	ENST00000007722
ENSG00000240849	TMEM189	ENST00000557021
ENSG00000157680	DGKI	ENST00000288490
ENSG00000173950	XXYLT1	ENST00000310380
ENSG00000233863	AC012215.1	ENST00000437887
ENSG00000149972	CNTN5	ENST00000524871
ENSG00000149970	CNKSR2	ENST00000379510
ENSG00000169989	TIGD4	ENST00000304337
ENSG00000154269	ENPP3	ENST00000414305
ENSG00000145623	OSMR	ENST00000274276
ENSG00000169981	ZNF35	ENST00000396056
ENSG00000005175	RPAP3	ENST00000005386
ENSG00000154262	ABCA6	ENST00000284425
ENSG00000108389	MTMR4	ENST00000323456
ENSG00000153944	MSI2	ENST00000284073
ENSG00000213341	CHUK	ENST00000370397
ENSG00000137692	DCUN1D5	ENST00000260247
ENSG00000137693	YAP1	ENST00000282441
ENSG00000120008	WDR11	ENST00000263461
ENSG00000137872	SEMA6D	ENST00000316364
ENSG00000187258	NPSR1	ENST00000359791
ENSG00000180209	MYLPF	ENST00000322861
ENSG00000137871	ZNF280D	ENST00000267807
ENSG00000187527	ATP13A5	ENST00000342358
ENSG00000164961	KIAA0196	ENST00000318410
ENSG00000187257	RSBN1L	ENST00000334955
ENSG00000127074	RGS13	ENST00000391995
ENSG00000152193	RNF219	ENST00000282003
ENSG00000187522	HSPA14	ENST00000378372
ENSG00000137878	GCOM1	ENST00000380569
ENSG00000133398	MED10	ENST00000255764
ENSG00000264116	RP11-321M21.3	ENST00000578340
ENSG00000253159	PCDHGA12	ENST00000252085
ENSG00000180801	ARSJ	ENST00000315366
ENSG00000141639	MAPK4	ENST00000400384
ENSG00000236637	IFNA4	ENST00000421715
ENSG00000128268	MGAT3	ENST00000341184
ENSG00000204856	FAM216A	ENST00000377673
ENSG00000173041	ZNF680	ENST00000309683
ENSG00000173040	EVC2	ENST00000344408
ENSG00000110243	APOA5	ENST00000542499
ENSG00000103035	PSMD7	ENST00000219313
ENSG00000085465	OVGP1	ENST00000369732
ENSG00000105085	MED26	ENST00000263390
ENSG00000165383	LRRC18	ENST00000374160
ENSG00000103034	NDRG4	ENST00000394282
ENSG00000145723	GIN1	ENST00000399004
ENSG00000080493	SLC4A4	ENST00000425175
ENSG00000108381	ASPA	ENST00000263080
ENSG00000103037	SETD6	ENST00000219315
ENSG00000145725	PPIP5K2	ENST00000358359
ENSG00000165388	ZNF488	ENST00000395702
ENSG00000103522	IL21R	ENST00000337929
ENSG00000105136	ZNF419	ENST00000424930
ENSG00000090621	PABPC4	ENST00000372858
ENSG00000101680	LAMA1	ENST00000389658
ENSG00000183571	PGPEP1L	ENST00000378919
ENSG00000167962	ZNF598	ENST00000431526
ENSG00000205363	C15orf59	ENST00000569673
ENSG00000228607	CLDN25	ENST00000453129
ENSG00000165688	PMPCA	ENST00000371717
ENSG00000116649	SRM	ENST00000376957
ENSG00000205221	VIT	ENST00000379242
ENSG00000205220	PSMB10	ENST00000358514
ENSG00000081014	AP4E1	ENST00000261842
ENSG00000116641	DOCK7	ENST00000251157
ENSG00000081019	RSBN1	ENST00000261441
ENSG00000081692	JMJD4	ENST00000366758
ENSG00000116863	ADPRHL2	ENST00000373178
ENSG00000139438	FAM222A	ENST00000538780
ENSG00000117115	PADI2	ENST00000375486
ENSG00000117114	LPHN2	ENST00000319517
ENSG00000205364	MT1M	ENST00000379818
ENSG00000213973	ZNF99	ENST00000596209
ENSG00000082898	XPO1	ENST00000401558
ENSG00000117118	SDHB	ENST00000375499
ENSG00000140395	WDR61	ENST00000267973
ENSG00000138688	KIAA1109	ENST00000264501
ENSG00000006756	ARSD	ENST00000381154
ENSG00000006757	PNPLA4	ENST00000381042
ENSG00000140391	TSPAN3	ENST00000267970
ENSG00000154889	MPPE1	ENST00000588072
ENSG00000158859	ADAMTS4	ENST00000367996
ENSG00000108479	GALK1	ENST00000588479
ENSG00000158856	DMTN	ENST00000523266
ENSG00000080644	CHRNA3	ENST00000326828
ENSG00000140398	NEIL1	ENST00000564784
ENSG00000158850	B4GALT3	ENST00000319769
ENSG00000100311	PDGFB	ENST00000331163
ENSG00000164385	C6orf195	ENST00000296847
ENSG00000169684	CHRNA5	ENST00000299565
ENSG00000213759	UGT2B11	ENST00000446444
ENSG00000164542	KIAA0895	ENST00000297063
ENSG00000004939	SLC4A1	ENST00000262418
ENSG00000159459	UBR1	ENST00000290650
ENSG00000108262	GIT1	ENST00000394869
ENSG00000100312	ACR	ENST00000216139
ENSG00000165684	SNAPC4	ENST00000298532
ENSG00000155130	MARCKS	ENST00000368635
ENSG00000159450	TCHH	ENST00000368804
ENSG00000100483	VCPKMT	ENST00000395860
ENSG00000151835	SACS	ENST00000382298
ENSG00000100485	SOS2	ENST00000216373
ENSG00000159455	LCE2B	ENST00000368780
ENSG00000100314	CABP7	ENST00000216144
ENSG00000237136	C4orf51	ENST00000438731
ENSG00000103356	EARS2	ENST00000449606
ENSG00000165462	PHOX2A	ENST00000298231
ENSG00000103351	CLUAP1	ENST00000576634
ENSG00000107872	FBXL15	ENST00000224862
ENSG00000107651	SEC23IP	ENST00000369075
ENSG00000156970	BUB1B	ENST00000287598
ENSG00000164543	STK17A	ENST00000319357
ENSG00000006283	CACNA1G	ENST00000359106
ENSG00000100319	ZMAT5	ENST00000397781
ENSG00000217442	SYCE3	ENST00000406915
ENSG00000224712	NPIPA3	ENST00000552140
ENSG00000146828	SLC12A9	ENST00000354161
ENSG00000006576	PHTF2	ENST00000416283
ENSG00000174007	CEP19	ENST00000409690
ENSG00000110697	PITPNM1	ENST00000356404
ENSG00000146826	C7orf43	ENST00000316937
ENSG00000232948	DEFB130	ENST00000400079
ENSG00000174004	NRROS	ENST00000328557
ENSG00000110693	SOX6	ENST00000396356
ENSG00000213281	NRAS	ENST00000369535
ENSG00000198718	FAM179B	ENST00000361577
ENSG00000164037	SLC9B1	ENST00000296422
ENSG00000181315	ZNF322	ENST00000415922
ENSG00000164032	H2AFZ	ENST00000296417
ENSG00000048991	R3HDM1	ENST00000409606
ENSG00000102893	PHKB	ENST00000323584
ENSG00000164031	DNAJB14	ENST00000442697
ENSG00000112837	TBX18	ENST00000369663
ENSG00000198711	SSBP3-AS1	ENST00000361350
ENSG00000137502	RAB30	ENST00000533486
ENSG00000198715	C1orf85	ENST00000362007
ENSG00000164038	SLC9B2	ENST00000394785
ENSG00000164039	BDH2	ENST00000296424
ENSG00000197265	GTF2E2	ENST00000355904
ENSG00000182950	ODF3L1	ENST00000332145
ENSG00000100151	PICK1	ENST00000404072
ENSG00000182952	HMGN4	ENST00000377575
ENSG00000197261	C6orf141	ENST00000529246
ENSG00000158473	CD1D	ENST00000368171
ENSG00000197263	OR8D2	ENST00000357438
ENSG00000167825	OR5I1	ENST00000301532
ENSG00000181031	RPH3AL	ENST00000331302
ENSG00000120068	HOXB8	ENST00000239144
ENSG00000123561	SERPINA7	ENST00000327674
ENSG00000123560	PLP1	ENST00000418604
ENSG00000172199	OR8U1	ENST00000302270
ENSG00000160808	MYL3	ENST00000395869
ENSG00000103174	NAGPA	ENST00000312251
ENSG00000103175	WFDC1	ENST00000219454
ENSG00000160803	UBQLN4	ENST00000368309
ENSG00000078747	ITCH	ENST00000262650
ENSG00000160801	PTH1R	ENST00000449590
ENSG00000243452	NBPF15	ENST00000442702
ENSG00000230778	ANKRD63	ENST00000434396
ENSG00000170608	FOXA3	ENST00000302177
ENSG00000197006	METTL9	ENST00000358154
ENSG00000125743	SNRPD2	ENST00000342669
ENSG00000170542	SERPINB9	ENST00000380698
ENSG00000181039	ANKRD34A	ENST00000323397
ENSG00000170540	ARL6IP1	ENST00000304414
ENSG00000167822	OR8J3	ENST00000301529
ENSG00000170545	SMAGP	ENST00000603798
ENSG00000125744	RTN2	ENST00000245923
ENSG00000102882	MAPK3	ENST00000263025
ENSG00000170549	IRX1	ENST00000302006
ENSG00000181036	FCRL6	ENST00000368106
ENSG00000181035	SLC25A42	ENST00000318596
ENSG00000167608	TMC4	ENST00000376591
ENSG00000144893	MED12L	ENST00000474524
ENSG00000144891	AGTR1	ENST00000542281
ENSG00000143376	SNX27	ENST00000368843
ENSG00000143374	TARS2	ENST00000369064
ENSG00000143375	CGN	ENST00000271636
ENSG00000171496	OR1L8	ENST00000304865
ENSG00000171497	PPID	ENST00000307720
ENSG00000171495	MROH2B	ENST00000399564
ENSG00000171492	LRRC8D	ENST00000337338
ENSG00000168118	RAB4A	ENST00000366690
ENSG00000153790	C7orf31	ENST00000409280
ENSG00000124532	MRS2	ENST00000443868
ENSG00000171940	ZNF217	ENST00000371471
ENSG00000104852	SNRNP70	ENST00000598441
ENSG00000241962	C2orf15	ENST00000512183
ENSG00000171944	OR52A5	ENST00000307388
ENSG00000111877	MCM9	ENST00000316316
ENSG00000111875	ASF1A	ENST00000229595
ENSG00000075240	GRAMD4	ENST00000406902
ENSG00000256073	C21orf119	ENST00000534991
ENSG00000196267	ZNF836	ENST00000322146
ENSG00000111879	FAM184A	ENST00000338891
ENSG00000243989	ACY1	ENST00000404366
ENSG00000169604	ANTXR1	ENST00000303714
ENSG00000169605	GKN1	ENST00000377938
ENSG00000137501	SYTL2	ENST00000354566
ENSG00000100129	EIF3L	ENST00000412331
ENSG00000243232	PCDHAC2	ENST00000289269
ENSG00000104856	RELB	ENST00000221452
ENSG00000197457	STMN3	ENST00000370053
ENSG00000083857	FAT1	ENST00000441802
ENSG00000169609	C15orf40	ENST00000451195
ENSG00000181785	OR5AS1	ENST00000313555
ENSG00000102081	FMR1	ENST00000370475
ENSG00000102080	TEX28P2	ENST00000369941
ENSG00000181781	ODF3L2	ENST00000315489
ENSG00000170004	CHD3	ENST00000380358
ENSG00000096717	SIRT1	ENST00000212015
ENSG00000166743	ACSM1	ENST00000307493
ENSG00000221887	HMSD	ENST00000408945
ENSG00000269514	DKFZP779L1853	ENST00000595310
ENSG00000181789	COPG1	ENST00000314797
ENSG00000181788	SIAH2	ENST00000312960
ENSG00000100410	PHF5A	ENST00000216252
ENSG00000175449	RFESD	ENST00000458310
ENSG00000128203	ASPHD2	ENST00000215906
ENSG00000138759	FRAS1	ENST00000264895
ENSG00000197841	ZNF181	ENST00000492450
ENSG00000173848	NET1	ENST00000355029
ENSG00000146112	PPP1R18	ENST00000274853
ENSG00000175445	LPL	ENST00000311322
ENSG00000197846	HIST1H2BF	ENST00000359985
ENSG00000123584	MAGEA9B	ENST00000243314
ENSG00000094841	UPRT	ENST00000373383
ENSG00000147274	RBMX	ENST00000320676
ENSG00000149273	RPS3	ENST00000278572
ENSG00000087095	NLK	ENST00000407008
ENSG00000187902	SHISA7	ENST00000376325
ENSG00000131435	PDLIM4	ENST00000253754
ENSG00000131437	KIF3A	ENST00000378746
ENSG00000158220	ESYT3	ENST00000389567
ENSG00000132164	SLC6A11	ENST00000254488
ENSG00000183706	OR4N4	ENST00000328795
ENSG00000102226	USP11	ENST00000218348
ENSG00000102225	CDK16	ENST00000276052
ENSG00000189403	HMGB1	ENST00000405805
ENSG00000156103	MMP16	ENST00000286614
ENSG00000046647	GEMIN8	ENST00000380523
ENSG00000102221	JADE3	ENST00000218343
ENSG00000184343	SRPK3	ENST00000370101
ENSG00000119723	COQ6	ENST00000334571
ENSG00000143954	REG3G	ENST00000272324
ENSG00000185615	PDIA2	ENST00000219406
ENSG00000143952	VPS54	ENST00000272322
ENSG00000102290	PCDH11X	ENST00000373094
ENSG00000143951	WDPCP	ENST00000272321
ENSG00000153162	BMP6	ENST00000283147
ENSG00000240184	PCDHGC3	ENST00000308177
ENSG00000119729	RHOQ	ENST00000238738
ENSG00000013503	POLR3B	ENST00000228347
ENSG00000153165	RGPD3	ENST00000409886
ENSG00000111254	AKAP3	ENST00000545990
ENSG00000111252	SH2B3	ENST00000341259
ENSG00000105507	CABP5	ENST00000293255
ENSG00000163029	SMC6	ENST00000448223
ENSG00000119686	FLVCR2	ENST00000238667
ENSG00000228716	DHFR	ENST00000439211
ENSG00000180787	ZFP3	ENST00000318833
ENSG00000180785	OR51E1	ENST00000396952
ENSG00000135220	UGT2A3	ENST00000251566
ENSG00000135222	CSN2	ENST00000353151
ENSG00000188001	TPRG1	ENST00000345063
ENSG00000183629	GOLGA8G	ENST00000525590
ENSG00000135226	UGT2B28	ENST00000335568
ENSG00000142538	PTH2	ENST00000270631
ENSG00000225399	RP11-3B7.1	ENST00000440528
ENSG00000141013	GAS8	ENST00000268699
ENSG00000166959	MS4A8	ENST00000300226
ENSG00000188558	OR2G6	ENST00000343414
ENSG00000132703	APCS	ENST00000255040
ENSG00000132702	HAPLN2	ENST00000255039
ENSG00000221890	NPTXR	ENST00000333039
ENSG00000141012	GALNS	ENST00000268695
ENSG00000165606	DRGX	ENST00000374139
ENSG00000149506	ZP1	ENST00000278853
ENSG00000165972	CCDC38	ENST00000344280
ENSG00000132704	FCRL2	ENST00000361516
ENSG00000197497	ZNF665	ENST00000396424
ENSG00000165609	NUDT5	ENST00000491614
ENSG00000184445	KNTC1	ENST00000333479
ENSG00000129873	CDY2B	ENST00000382867
ENSG00000148057	IDNK	ENST00000376419
ENSG00000166747	AP1G1	ENST00000393512
ENSG00000100722	ZC3H14	ENST00000251038
ENSG00000182938	OTOP3	ENST00000328801
ENSG00000164405	UQCRQ	ENST00000378670
ENSG00000198736	MSRB1	ENST00000361871
ENSG00000163728	TTC14	ENST00000296015
ENSG00000213996	TM6SF2	ENST00000389363
ENSG00000084674	APOB	ENST00000233242
ENSG00000105486	LIG1	ENST00000263274
ENSG00000084676	NCOA1	ENST00000406961
ENSG00000172146	OR1A1	ENST00000304094
ENSG00000187066	TMEM262	ENST00000530719
ENSG00000198734	F5	ENST00000367797
ENSG00000125484	GTF3C4	ENST00000372146
ENSG00000176871	WSB2	ENST00000441406
ENSG00000187068	C3orf70	ENST00000335012
ENSG00000127249	ATP13A4	ENST00000342695
ENSG00000066813	ACSM2B	ENST00000329697
ENSG00000198707	CEP290	ENST00000552810
ENSG00000181378	CCDC108	ENST00000341552
ENSG00000114209	PDCD10	ENST00000392750
ENSG00000118231	CRYGD	ENST00000264376
ENSG00000267710	AC006116.20	ENST00000586573
ENSG00000136754	ABI1	ENST00000376142
ENSG00000114200	BCHE	ENST00000264381
ENSG00000182931	WFDC10B	ENST00000335769
ENSG00000114204	SERPINI2	ENST00000476257
ENSG00000114757	PEX5L	ENST00000467460
ENSG00000115159	GPD2	ENST00000310454
ENSG00000147606	SLC26A7	ENST00000309536
ENSG00000119185	ITGB1BP1	ENST00000360635
